TURA1_ZnajomoscLiter,TURA1_AnalizaFonemowa,TURA1_UsuwanieFonemow,TURA1_TSN_PrzedmiotySurowy,TURA1_TSN_KolorySurowy,TURA1_SlownictwoSurowy,TURA1_GrafotaktykaSurowy,TURA1_PowtarzanieCyfr,TURA1_PowtarzanieSylab,SRD_21,ARHQ_M_17,ARHQ_M_21,SRD_29,SRD_1,ARHQ_M_10,SRD_9
-1.042256208387165,-0.9857248753076312,-0.9251823291165279,0.5787148406673274,-0.0703170997718967,-1.9908287898426344,-0.6711025029376225,0.3402360245795674,0.5854310830204943,0.8610474166206548,-0.4082117238203695,1.730157943959831,0.3595910247200332,-0.7022468831767834,2.0067262108731225,-0.8385254915624213
-0.378491243315429,-0.5342794492213631,0.25844295109123666,-0.6072101998765507,-1.20169057147108,1.195889461870506,0.6642605878059225,0.3402360245795674,0.21226156226474077,0.8610474166206548,0.32121578267832357,-0.8532285751034785,1.623959466477569,-0.7022468831767834,-1.1787081141536302,-0.8385254915624213
0.1320971913551371,1.2715022551237094,-0.21500716099186917,-0.1554292320503114,-0.31626785448911043,1.4993864382241384,-0.0034209575658500756,0.3402360245795674,0.9586006037762478,-0.4072521565097693,-0.4082117238203695,-0.8532285751034785,0.3595910247200332,-0.7022468831767834,0.9449147691975383,0.38013155617496414
-0.9911973649201082,0.5943341159943072,-0.21500716099186917,1.3128589133849662,-0.41464815637599595,1.0441409736936897,0.886821102929847,3.5650818227685086,0.5854310830204943,-0.4072521565097693,-0.4082117238203695,-0.8532285751034785,-0.9047774170375026,-0.7022468831767834,-0.11689667247804598,-0.8385254915624213
0.8979798433609862,1.2715022551237094,1.4420682312990012,-1.3413542725941894,-0.21788755260222495,1.0441409736936897,1.7770631634255434,0.3402360245795674,0.5854310830204943,-0.4072521565097693,-1.1376392303190626,0.00790026458429142,-0.9047774170375026,-0.7022468831767834,-0.11689667247804598,-0.8385254915624213
-0.6848443041177686,-0.5342794492213631,-0.9251823291165279,-0.09895661107203149,-0.4638383073194387,0.28539853280960875,-0.8936630180615466,1.4151846239758812,1.3317701245320013,-0.4072521565097693,1.0506432891770165,-0.8532285751034785,0.3595910247200332,1.849250125698863,-0.11689667247804598,0.38013155617496414
0.5916267825586465,-1.4371703013938995,-0.4517322170334221,-0.6636828208548305,0.1264435040018743,-0.1698469317208399,0.886821102929847,-1.8096611742130602,-1.2804165207582734,-0.4072521565097693,1.0506432891770165,1.730157943959831,1.623959466477569,-0.7022468831767834,0.9449147691975383,-0.8385254915624213
0.28527372175630694,0.5943341159943072,0.021717895049683727,-0.381319715963431,0.37239425871908804,0.8923924855168736,1.3319421331776955,-0.19723827511858946,2.0781091660435083,-1.6755517296401934,1.0506432891770165,0.8690291042720613,-0.9047774170375026,-0.7022468831767834,2.0067262108731225,-0.8385254915624213
0.8469209998939297,1.2715022551237094,0.4951680071327895,-1.2284090306376296,-1.0541201186407516,-0.018098443544023676,-0.4485419878136986,1.4151846239758812,0.9586006037762478,-0.4072521565097693,-1.1376392303190626,-0.8532285751034785,-0.9047774170375026,-0.7022468831767834,-0.11689667247804598,1.5987886039123496
0.1320971913551371,-1.2114475883507654,-0.9251823291165279,-0.7766280628113904,-0.5622186092063242,1.0441409736936897,-0.0034209575658500756,0.3402360245795674,0.21226156226474077,-0.4072521565097693,0.32121578267832357,-0.8532285751034785,-0.9047774170375026,0.5735016212610398,-0.11689667247804598,-0.8385254915624213
-1.042256208387165,-1.2114475883507654,-0.9251823291165279,-0.381319715963431,-0.7097890620366524,-0.9285893726049209,-0.22598147268977403,-0.19723827511858946,-0.16090795849101278,-0.4072521565097693,1.7800707956757098,-0.8532285751034785,-0.9047774170375026,-0.7022468831767834,-1.1787081141536302,-0.8385254915624213
0.8979798433609862,0.5943341159943072,1.4420682312990012,-0.7766280628113904,-1.1525004205276372,-0.3215954198976561,0.886821102929847,0.3402360245795674,0.5854310830204943,-1.6755517296401934,-0.4082117238203695,0.8690291042720613,-0.9047774170375026,-0.7022468831767834,0.9449147691975383,-0.8385254915624213
-1.3486092691895046,-1.4371703013938995,-0.9251823291165279,2.4423113329505646,1.356197277587943,-1.9908287898426344,-0.8936630180615466,-0.19723827511858946,-1.2804165207582734,-1.6755517296401934,-1.1376392303190626,0.8690291042720613,2.8883279082351048,-0.7022468831767834,0.9449147691975383,2.817445651649735
